,proj_id,awards,domain
2224,2896068,200.0,7
2225,2895869,200.0,5
2226,2895863,300.0,7
2227,2895866,200.0,7
2228,2895681,200.0,7
2229,2895670,200.0,7
2230,2895389,300.0,7
2231,2893444,300.0,7
2232,2894876,200.0,7
2233,2895841,350.0,7
2234,2895371,200.0,7
2235,2895648,220.0,7
2236,2896017,240.0,10
2237,2895423,250.0,7
2238,2895269,200.0,7
2239,2894443,250.0,7
2240,2895443,200.0,7
2241,2895283,200.0,7
2242,2895416,200.0,7
2243,2895343,250.0,7
2244,2895442,200.0,7
2245,2894875,300.0,10
2246,2895530,200.0,7
2247,2895415,540.0,10
2248,2895114,350.0,7
2249,2895483,200.0,3
2250,2894790,250.0,7
2251,2895888,250.0,7
2252,2895214,200.0,7
2253,2895059,200.0,3
2254,2895200,300.0,7
2255,2894622,200.0,7
2256,2895204,300.0,7
2257,2895250,200.0,7
2258,2895273,200.0,5
2259,2895758,200.0,7
2260,2894730,200.0,5
2261,2895696,390.0,7
2262,2892644,200.0,7
2263,2895677,400.0,7
2264,2894481,200.0,7
2265,2895256,200.0,7
2266,2895086,250.0,7
2267,2894101,200.0,7
2268,2895034,520.0,7
2269,2895193,250.0,7
2270,2894939,200.0,5
2271,2895202,300.0,7
2272,2895111,200.0,7
2273,2895102,200.0,7
2274,2895096,200.0,7
2275,2895326,250.0,7
2276,2894437,250.0,7
2277,2895131,200.0,7
2278,2894859,200.0,7
2279,2894995,200.0,7
2280,2894628,250.0,7
2281,2894658,200.0,7
2282,2892992,200.0,7
2283,2895286,200.0,7
2284,2895039,600.0,7
2285,2895033,200.0,7
2286,2894754,200.0,7
2287,2894867,300.0,7
2288,2894976,200.0,7
2289,2892388,4140.0,6
2290,2892841,200.0,7
2291,2893965,200.0,7
2292,2893700,200.0,7
2293,2894164,250.0,7
2294,2894439,200.0,7
2295,2894938,300.0,7
2296,2893807,200.0,7
2297,2894077,300.0,7
2298,2894614,280.0,7
2299,2894514,200.0,7
2300,2891669,210.0,7
2301,2894463,200.0,7
2302,2894971,200.0,7
2303,2893877,200.0,7
2304,2894792,250.0,7
2305,2894751,200.0,7
2306,2895211,300.0,7
2307,2894602,260.0,5
2308,2894772,200.0,7
2309,2894364,200.0,7
2310,2894954,500.0,7
2311,2894673,200.0,7
2312,2894530,200.0,7
2313,2894248,200.0,7
2314,2893860,200.0,7
2315,2894441,200.0,7
2316,2894510,200.0,7
2317,2894221,200.0,7
2318,2893541,200.0,7
2319,2894182,200.0,7
2320,2894494,230.0,7
2321,2893730,200.0,7
2322,2894549,200.0,7
2323,2894467,200.0,7
2324,2894353,200.0,7
2325,2893274,300.0,7
2326,2894283,350.0,7
2327,2894497,400.0,7
2328,2893951,800.0,10
2329,2894430,200.0,7
2330,2894181,200.0,7
2331,2894158,200.0,7
2332,2893996,300.0,7
2333,2894127,200.0,7
2334,2894361,200.0,7
2335,2892011,390.0,7
2336,2894340,210.0,7
2337,2894131,200.0,7
2338,2893840,2900.0,9
2339,2893938,250.0,7
2340,2893830,290.0,3
2341,2893467,200.0,3
2342,2894219,200.0,7
2343,2894141,250.0,7
2344,2894189,200.0,5
2345,2893892,230.0,7
2346,2894113,200.0,7
2347,2894215,250.0,7
2348,2893272,310.0,7
2349,2893970,200.0,7
2350,2894063,200.0,7
2351,2894145,200.0,7
2352,2894094,250.0,7
2353,2893870,250.0,7
2354,2893838,200.0,5
2355,2893915,200.0,7
2356,2893800,300.0,7
2357,2894399,250.0,5
2358,2894092,200.0,7
2359,2894045,200.0,7
2360,2894107,200.0,7
2361,2894089,300.0,7
2362,2893705,300.0,7
2363,2894005,240.0,7
2364,2894076,200.0,7
2365,2894202,200.0,7
2366,2893949,250.0,9
2367,2893950,250.0,9
2368,2893997,200.0,7
2369,2893829,200.0,7
2370,2893757,300.0,7
2371,2893917,250.0,7
2372,2893916,200.0,7
2373,2893835,600.0,10
2374,2893564,200.0,7
2375,2893356,200.0,7
2376,2893756,250.0,7
2377,2893842,1800.0,9
2378,2893858,300.0,7
2379,2893931,200.0,7
2380,2894030,250.0,7
2381,2893462,400.0,5
2382,2893967,200.0,7
2383,2893976,220.0,3
2384,2404329,200.0,7
2385,2893749,260.0,7
2386,2893451,230.0,7
2387,2893349,200.0,7
2388,2891813,900.0,9
2389,2892357,200.0,7
2390,2893632,200.0,7
2391,2893082,250.0,7
2392,2893708,200.0,7
2393,2893711,250.0,7
2394,2893713,200.0,7
2395,2893580,200.0,7
2396,2893758,200.0,7
2397,2892699,1000.0,9
2398,2893515,220.0,7
2399,2893083,200.0,7
2400,2893618,200.0,7
2401,2892851,200.0,7
2402,2893510,250.0,7
2403,2893556,200.0,7
2404,2893691,250.0,9
2405,2893868,200.0,5
2406,2893598,200.0,7
2407,2893845,300.0,7
2408,2893513,200.0,7
2409,2893778,555.0,9
2410,2893770,400.0,7
2411,2893694,200.0,7
2412,2893095,280.0,7
2413,2893763,300.0,2
2414,2893737,600.0,10
2415,2893380,250.0,5
2416,2893352,290.0,7
2417,2893626,200.0,7
2418,2893613,200.0,5
2419,2893373,300.0,2
2420,2893338,200.0,7
2421,2893616,300.0,7
2422,2892561,200.0,7
2423,2893538,200.0,7
2424,2893552,200.0,7
2425,2893505,200.0,7
2426,2893489,540.0,10
2427,2891458,200.0,3
2428,2892843,300.0,7
2429,2893578,200.0,7
2430,2893199,250.0,7
2431,2893583,250.0,3
2432,2893732,200.0,7
2433,2893456,200.0,7
2434,2892926,200.0,7
2435,2892438,300.0,7
2436,2893440,270.0,3
2437,2892864,300.0,7
2438,2893472,200.0,3
2439,2892953,200.0,7
2440,2893582,200.0,5
2441,2893558,400.0,7
2442,2893466,250.0,7
2443,2893418,300.0,9
2444,2892837,200.0,7
2445,2893197,250.0,7
2446,2893430,300.0,5
2447,2893450,200.0,7
2448,2892894,200.0,7
2449,2893423,250.0,7
2450,2892903,300.0,7
2451,2893172,250.0,7
2452,2893354,200.0,7
2453,2893168,200.0,7
2454,2893326,200.0,7
2455,2892611,900.0,9
2456,2893056,200.0,7
2457,2892673,420.0,5
2458,2892852,200.0,7
2459,2893565,200.0,7
2460,2893185,200.0,7
2461,2893043,200.0,7
2462,2892754,200.0,7
2463,2892646,300.0,7
2464,2892512,200.0,7
2465,2892967,200.0,7
2466,2893465,200.0,7
2467,2893115,200.0,10
2468,2892606,300.0,7
2469,2892815,250.0,7
2470,2893017,300.0,7
2471,2892730,300.0,7
2472,2892378,500.0,7
2473,2892708,420.0,5
2474,2892637,200.0,7
2475,2892833,200.0,7
2476,2892190,250.0,5
2477,2892869,300.0,10
2478,2892863,200.0,7
2479,2892763,475.0,9
2480,2893051,220.0,7
2481,2892546,200.0,7
2482,2892958,300.0,7
2483,2892642,400.0,9
2484,2892476,250.0,7
2485,2892553,200.0,7
2486,2892681,300.0,7
2487,2892607,300.0,7
2488,2892661,200.0,7
2489,2892417,200.0,7
2490,2892623,200.0,7
2491,2892588,200.0,7
2492,2892645,200.0,7
2493,2892688,500.0,5
2494,2892205,1000.0,10
2495,2892580,200.0,7
2496,2892709,300.0,7
2497,2892578,200.0,7
2498,2892506,200.0,7
2499,2892548,200.0,5
2500,2892707,200.0,7
